Cell0:,Cell0:
153,579
153,578
153,578
153,578
153,578
153,578
153,578
152,578
152,578
Cell17:,Cell17:
795,414
795,414
816,421
821,427
829,432
832,430
830,430
835,431
841,431
856,435
856,435
856,435
853,439
850,443
846,446
848,450
847,455
845,459
845,466
856,480
856,480
856,480
864,483
868,482
868,480
866,482
864,483
863,484
862,484
867,485
867,485
867,485
868,483
868,479
866,478
862,474
857,471
852,469
845,467
833,473
833,473
833,473
830,480
828,486
827,492
828,497
833,502
838,506
841,509
841,504
841,504
841,504
840,498
840,495
842,494
844,495
849,499
853,502
858,502
877,508
877,508
877,508
886,509
888,508
887,509
893,507
894,506
900,508
902,512
898,517
898,517
898,517
894,520
890,521
886,522
878,524
875,525
872,527
870,530
872,544
872,544
872,544
876,550
881,554
Cell18:,Cell18:
849,134
849,134
835,132
831,136
826,136
824,140
817,147
810,156
807,160
801,165
801,165
801,165
798,168
792,172
789,172
791,170
798,168
804,170
809,170
815,176
815,176
815,176
807,176
805,173
806,164
806,160
812,161
815,163
820,165
834,164
834,164
834,164
840,164
843,166
852,170
858,172
865,173
864,174
865,175
886,182
886,182
886,182
888,182
886,183
883,181
880,173
880,168
884,162
886,159
902,160
902,160
902,160
909,161
916,161
920,160
928,154
932,152
940,144
941,139
954,134
954,134
954,134
959,137
968,140
974,142
978,144
984,151
989,154
Cell19:,Cell19:
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,485
301,486
301,486
301,486
301,486
301,486
301,485
301,485
301,485
301,485
301,485
301,486
301,486
301,486
301,486
301,485
301,486
301,485
300,486
301,486
301,486
300,486
300,486
300,486
300,486
300,486
301,486
301,486
301,485
301,485
301,486
301,486
300,486
300,486
300,486
300,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,485
301,486
301,486
300,485
300,486
300,486
301,486
301,486
301,486
301,486
301,485
301,486
301,485
301,486
301,486
301,486
301,486
301,485
301,485
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
302,486
301,486
301,486
302,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
302,486
301,486
301,487
301,486
301,486
302,486
302,486
302,486
302,486
302,486
301,486
302,486
302,486
301,486
301,486
302,486
302,486
302,486
301,486
301,486
301,486
301,486
301,486
301,486
301,486
302,487
302,487
301,487
301,486
301,487
301,486
301,486
301,487
301,486
301,486
302,486
302,486
302,486
301,486
301,486
302,486
301,486
301,486
301,486
301,486
302,486
302,486
302,486
301,486
302,486
301,486
301,486
302,486
301,486
301,486
301,486
301,486
301,486
301,486
302,486
301,486
302,486
301,486
302,486
301,486
302,487
302,487
302,487
302,487
302,487
302,487
302,486
301,487
302,486
302,486
301,487
301,487
301,487
302,487
302,486
301,487
302,487
302,486
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,488
302,488
302,487
302,487
301,487
301,487
301,487
301,487
302,487
302,487
301,487
302,487
302,487
302,487
301,487
301,487
301,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
301,486
302,487
302,487
302,487
302,487
302,487
302,487
302,487
302,487
301,487
301,487
302,488
302,488
302,488
303,488
304,488
304,488
304,488
302,487
302,488
302,487
302,487
302,488
302,487
303,487
303,487
303,487
303,487
303,488
303,487
303,488
304,487
304,487
304,488
304,488
305,487
305,487
305,487
305,487
305,487
305,486
306,487
305,487
306,489
307,492
307,491
307,491
307,491
306,490
306,490
307,492
306,493
307,494
308,492
307,492
306,492
306,492
306,492
306,492
306,492
306,493
306,492
306,493
306,493
305,492
308,494
308,494
308,494
307,494
308,494
308,495
307,494
307,493
308,493
308,494
308,496
308,496
308,496
306,496
306,495
307,494
306,494
307,495
307,494
306,495
307,496
307,496
307,496
306,496
306,495
306,495
306,496
306,495
306,495
306,496
305,494
305,494
305,494
305,493
305,494
306,494
305,495
305,495
305,496
305,497
305,497
305,497
305,497
306,498
306,497
306,498
306,498
305,497
305,495
304,494
304,495
304,495
304,495
305,495
304,496
304,495
303,496
303,496
302,496
303,496
304,496
304,496
304,496
304,496
305,496
304,497
304,497
303,496
304,497
303,496
303,496
303,496
303,496
303,496
303,496
303,496
303,496
304,496
304,496
304,496
303,496
303,496
303,496
304,495
304,495
304,495
304,494
304,495
304,495
304,495
303,496
303,496
303,496
303,496
303,496
303,496
304,496
304,496
303,495
303,495
303,495
303,495
303,495
303,495
304,496
304,496
303,495
304,495
303,495
303,495
304,496
304,496
304,496
304,495
304,495
304,495
304,495
303,495
303,494
303,495
303,496
303,496
303,496
303,496
303,496
303,496
303,496
303,496
304,495
303,495
301,495
301,495
301,495
301,495
302,495
302,495
302,495
302,495
303,494
302,494
303,494
303,494
303,494
302,495
302,495
302,495
302,495
302,495
302,496
302,495
302,495
302,495
302,495
302,494
303,495
303,495
302,495
302,495
302,495
302,495
302,495
302,495
302,495
302,495
301,495
302,495
302,494
302,495
302,495
302,495
302,494
302,494
302,494
302,494
302,494
302,494
302,494
302,494
302,493
302,494
302,495
302,495
302,495
302,494
302,495
302,494
302,494
302,494
302,494
301,494
301,494
301,494
301,494
302,494
302,495
302,495
Cell20:,Cell20:
680,124
680,124
676,110
670,108
662,100
660,97
654,94
650,92
643,93
626,96
626,96
626,96
625,101
624,104
620,101
616,97
616,93
615,89
620,84
618,66
618,66
618,66
616,58
614,53
598,67
Cell21:,Cell21:
315,557
315,557
314,572
311,581
309,590
310,594
313,602
316,608
324,616
349,616
349,616
349,616
360,618
367,621
375,628
382,633
386,636
400,636
402,635
410,631
410,631
410,631
410,632
411,631
408,628
405,621
400,617
400,612
398,604
388,586
388,586
388,586
379,576
376,575
364,576
358,578
349,575
344,573
339,572
319,562
319,562
319,562
311,558
302,560
298,563
297,571
300,573
304,578
308,586
318,602
318,602
318,602
318,604
326,613
328,616
337,615
340,615
341,622
341,627
Cell22:,Cell22:
486,60
486,60
488,62
487,64
493,62
497,61
498,59
498,59
498,62
498,62
498,62
498,62
498,64
494,63
494,61
492,65
490,66
490,66
490,70
490,71
490,71
490,71
490,67
489,62
490,54
487,51
487,47
485,43
485,40
492,36
492,36
492,36
493,36
496,36
498,38
496,40
497,42
495,42
491,42
487,34
487,34
487,34
487,31
488,29
486,26
486,23
485,21
484,20
484,18
494,13
494,13
494,13
496,11
499,11
497,10
495,8
494,8
494,6
492,7
492,6
492,6
492,6
Cell23:,Cell23:
597,511
597,511
598,510
598,510
597,510
597,510
598,511
596,512
594,513
594,514
594,514
594,514
594,514
594,513
594,514
594,513
594,514
594,513
594,513
594,514
594,514
594,514
593,514
594,512
594,512
593,511
593,511
592,510
593,511
592,511
592,511
592,511
593,511
593,512
593,512
593,513
594,513
595,512
596,512
593,513
593,513
593,513
594,513
594,514
593,514
594,514
594,514
594,514
594,514
594,514
594,514
594,514
594,514
594,514
594,514
594,513
594,514
594,514
593,514
595,512
595,512
595,512
596,512
595,511
595,512
594,512
594,512
592,513
592,512
593,513
593,513
593,513
593,514
593,513
594,513
593,513
594,513
593,514
593,514
594,514
594,514
594,514
593,514
594,514
593,514
594,514
594,514
594,514
594,514
593,514
593,514
593,514
593,514
593,514
593,514
593,514
593,514
594,514
594,512
594,511
594,511
594,511
594,511
594,511
594,511
594,511
593,512
593,512
593,511
592,512
592,512
592,512
593,512
593,512
594,512
594,511
594,510
594,510
593,509
591,509
591,509
591,509
591,512
591,513
591,512
591,513
591,512
593,509
593,509
590,509
590,509
590,509
590,509
590,510
590,510
590,509
590,510
590,510
590,510
592,509
592,509
592,509
591,509
592,510
591,510
591,512
590,512
590,511
590,512
592,509
592,509
592,509
591,509
591,509
591,509
591,509
590,510
590,510
590,510
591,511
591,511
591,511
591,511
592,511
591,511
592,510
592,510
592,511
592,512
592,512
592,512
592,512
593,512
593,511
593,511
593,512
592,512
592,512
593,512
593,512
593,512
593,512
593,512
593,512
593,512
593,512
593,512
593,512
593,512
593,512
593,512
593,512
593,512
593,512
593,512
593,512
592,512
593,512
592,512
592,510
592,510
592,510
592,510
592,510
592,510
592,510
592,510
592,510
593,511
593,511
593,511
593,511
592,510
592,510
593,511
593,510
592,510
594,511
593,511
593,512
593,512
593,512
593,512
592,512
592,512
592,512
593,512
593,513
593,512
592,513
592,513
592,513
593,512
592,512
592,512
592,511
592,511
593,511
593,511
592,510
592,510
593,511
592,510
592,510
592,511
593,510
593,510
592,510
592,510
593,511
593,511
593,511
593,510
593,511
592,511
593,511
593,510
593,511
593,511
593,511
593,511
593,511
594,511
593,511
593,511
594,511
593,511
593,511
593,511
594,512
594,512
594,512
594,512
593,512
594,512
593,512
594,512
593,512
594,512
593,512
593,512
593,512
593,512
593,512
594,512
593,512
593,512
594,511
593,511
594,510
594,510
594,510
594,510
594,510
594,510
594,510
593,510
593,510
594,510
593,510
593,510
593,510
594,510
593,510
593,510
594,511
593,511
593,511
593,511
593,511
593,511
593,511
594,511
594,511
594,511
594,511
594,511
594,511
594,510
594,511
594,511
594,511
594,511
594,511
594,511
594,510
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,510
594,510
594,510
594,511
594,511
594,511
594,511
594,511
594,510
594,510
594,510
594,510
594,510
594,510
594,511
594,511
594,510
595,511
594,510
594,511
594,511
594,511
594,511
594,511
594,510
594,511
594,510
594,510
594,511
594,510
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,511
594,510
594,511
594,511
594,511
594,511
594,511
594,511
595,510
595,510
595,510
594,510
595,510
595,510
594,510
594,511
594,511
594,511
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,511
594,510
594,510
594,510
594,510
595,510
594,510
594,510
594,510
594,510
594,510
594,511
594,511
594,511
594,511
594,511
594,511
594,510
594,511
594,511
594,510
595,511
595,511
595,511
595,511
594,511
594,510
594,511
595,511
594,511
594,510
595,510
595,510
595,510
594,510
594,511
594,510
595,510
594,510
594,510
594,510
594,511
594,511
594,510
594,510
594,510
594,510
595,510
595,510
595,510
595,510
594,510
594,510
594,510
594,511
594,510
594,510
595,510
595,510
595,511
595,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
594,510
Cell24:,Cell24:
154,250
154,250
154,250
154,250
154,250
154,250
154,250
154,250
154,250
154,250
154,250
154,250
154,250
154,250
154,250
154,251
165,266
154,251
162,269
153,251
159,275
161,279
160,280
161,283
162,285
173,286
173,286
173,286
175,284
177,283
176,280
174,277
172,276
170,276
168,278
167,290
167,290
167,290
171,290
175,292
178,296
182,297
184,300
182,306
181,311
Cell25:,Cell25:
126,252
122,250
124,254
118,253
107,261
107,261
107,261
103,262
96,262
90,262
82,265
75,268
74,271
76,275
83,286
83,286
83,286
79,294
76,298
72,305
68,312
68,316
71,321
74,321
70,322
70,322
70,322
69,320
70,320
72,320
74,322
75,324
Cell26:,Cell26:
36,478
35,481
30,484
27,486
17,478
17,478
17,478
17,478
17,482
13,485
Cell27:,Cell27:
495,569
495,569
495,569
494,574
495,578
495,577
493,572
488,569
486,568
487,570
493,577
493,577
493,577
492,581
492,586
490,590
487,592
488,596
492,601
492,599
498,609
498,609
498,609
500,615
502,619
503,620
502,619
504,618
506,620
510,620
521,607
521,607
521,607
527,604
531,606
538,603
546,602
545,600
544,598
538,597
515,594
515,594
515,594
512,592
509,590
504,590
501,590
503,590
506,591
504,593
509,585
509,585
509,585
514,584
515,584
518,584
521,583
526,581
530,577
533,574
548,572
548,572
548,572
554,571
566,568
570,568
574,567
571,570
572,567
573,567
574,570
574,570
574,570
578,579
584,585
588,590
589,595
588,601
589,606
592,610
594,616
594,616
594,616
596,610
594,604
588,600
582,598
576,590
574,587
568,578
562,572
562,572
562,572
562,576
565,582
567,584
568,590
570,596
572,602
578,607
580,596
580,596
580,596
575,595
566,592
562,587
561,582
556,574
556,569
555,564
560,562
560,562
560,562
552,562
547,566
543,564
541,558
538,552
535,547
533,544
528,544
528,544
528,544
527,545
527,547
524,546
519,550
515,553
511,556
506,561
495,562
495,562
495,562
490,563
485,564
486,566
491,568
497,565
501,560
500,553
491,532
491,532
491,532
488,527
478,520
474,518
474,518
474,520
476,524
482,526
488,518
488,518
488,518
489,517
491,518
496,522
496,525
494,532
494,542
494,545
495,542
495,542
495,542
493,540
492,534
495,526
500,524
505,517
508,514
510,511
502,504
502,504
502,504
508,505
510,508
509,510
508,512
505,513
504,516
499,520
496,536
496,536
496,536
494,540
491,548
491,553
489,562
490,567
494,569
498,571
503,570
503,570
503,570
498,570
493,570
486,570
481,574
476,576
468,576
463,576
442,578
442,578
442,578
443,584
442,584
441,582
442,577
440,575
441,572
445,570
456,560
456,560
456,560
462,558
467,555
470,554
478,554
480,556
478,555
480,553
466,564
466,564
466,564
463,564
456,566
449,566
445,564
436,568
432,570
427,575
421,594
421,594
421,594
428,596
433,596
436,600
432,602
423,606
Cell28:,Cell28:
761,693
759,692
756,688
754,686
751,682
750,680
756,669
756,669
756,669
761,667
767,670
771,671
773,674
772,678
771,678
771,676
769,678
Cell29:,Cell29:
154,251
153,251
154,251
154,251
154,251
153,251
153,251
153,251
153,251
153,251
153,251
154,251
154,251
154,251
153,251
154,252
154,252
154,252
154,251
154,251
153,251
153,252
153,251
153,251
154,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
154,252
153,252
153,252
154,252
154,252
154,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
153,252
152,252
152,252
152,252
172,263
180,281
Cell30:,Cell30:
104,304
104,302
110,305
112,306
113,320
113,320
113,320
112,322
112,328
108,332
99,338
92,340
Cell31:,Cell31:
755,631
Cell32:,Cell32:
12,134
30,130
30,130
30,130
37,129
44,124
44,120
41,118
41,119
42,119
45,122
47,140
47,140
47,140
49,144
51,150
52,153
60,159
65,162
75,165
80,163
90,146
90,146
90,146
90,140
92,138
98,136
101,131
104,126
106,122
106,122
116,120
116,120
116,120
116,119
119,121
121,125
122,127
124,128
126,128
128,132
132,138
132,138
132,138
138,136
142,136
145,133
146,130
144,127
145,122
146,119
144,100
144,100
144,100
138,94
139,93
141,86
142,84
145,88
144,91
142,96
146,110
146,110
146,110
146,113
143,117
145,122
149,130
154,132
159,131
155,127
151,128
151,128
151,128
148,124
149,123
152,124
155,127
154,127
150,128
146,130
135,130
135,130
135,130
128,129
122,129
114,126
106,125
98,124
98,127
96,131
85,130
85,130
85,130
79,129
72,125
66,120
65,116
64,111
67,107
68,102
74,87
74,87
74,87
76,82
79,74
78,66
74,64
76,62
82,62
84,63
77,68
77,68
77,68
74,69
67,71
61,72
56,74
53,75
46,75
40,77
28,94
28,94
28,94
29,97
31,100
30,102
28,98
28,96
32,98
34,99
Cell33:,Cell33:
16,292
16,292
16,292
21,288
27,282
32,281
37,282
43,287
46,290
52,294
71,301
71,301
71,301
74,299
78,299
73,298
67,294
63,287
58,280
54,278
40,263
40,263
40,263
36,257
30,254
25,257
22,258
19,254
19,247
20,238
Cell34:,Cell34:
604,12
604,12
604,12
606,9
Cell35:,Cell35:
755,634
755,634
755,634
763,635
766,635
771,635
769,637
764,640
762,640
762,645
772,655
Cell36:,Cell36:
598,39
598,39
604,38
610,40
619,43
626,46
630,50
635,51
640,55
658,65
658,65
658,65
664,65
666,62
669,60
670,60
672,61
672,66
668,64
662,70
662,70
662,70
657,72
653,73
650,75
645,74
643,70
636,71
632,69
623,76
623,76
623,76
620,73
620,71
623,70
625,68
626,66
630,62
633,57
650,48
650,48
650,48
656,44
660,45
659,44
659,44
663,45
663,43
664,42
680,52
680,52
680,52
682,55
682,58
682,61
683,65
687,67
687,70
685,73
680,86
680,86
680,86
680,94
680,99
682,101
684,104
684,108
681,112
676,114
665,112
665,112
665,112
662,112
657,111
654,110
649,110
644,107
636,106
632,103
625,108
625,108
625,108
630,108
635,112
636,117
638,118
636,119
638,118
645,117
646,110
646,110
646,110
648,104
652,106
656,104
660,104
661,106
665,106
673,105
682,100
682,100
682,100
686,96
690,93
694,94
693,96
692,97
692,102
696,105
695,120
695,120
696,120
698,124
703,132
706,136
709,135
713,137
718,140
722,145
718,153
718,153
718,153
715,158
712,162
710,164
707,168
704,169
702,171
700,177
700,184
700,184
700,184
702,184
703,183
702,186
697,189
694,190
696,190
700,190
716,197
716,197
716,197
722,200
724,202
723,206
725,208
726,210
725,211
726,211
724,208
724,208
724,208
723,208
724,210
722,206
723,205
726,204
723,198
726,200
739,194
739,194
739,194
740,190
741,188
740,192
742,191
743,192
742,194
738,192
735,183
735,183
735,183
736,178
733,174
731,169
729,166
729,159
729,156
729,149
727,137
727,137
727,137
727,141
726,142
730,140
733,137
738,136
739,139
738,141
739,138
739,138
739,138
739,135
740,133
739,130
736,130
736,128
736,124
735,119
736,106
736,106
736,106
740,102
742,102
745,99
743,98
744,96
744,93
744,91
753,79
753,79
753,79
755,76
758,77
756,78
754,80
750,82
749,87
749,92
745,97
745,97
745,97
741,99
739,104
738,111
737,115
738,113
736,112
734,114
720,124
720,124
720,124
712,124
708,124
703,126
698,126
698,126
693,124
687,122
676,120
676,120
676,120
677,119
672,117
670,112
673,108
674,105
674,102
676,96
682,89
682,89
682,89
686,90
689,86
694,81
698,80
696,82
697,82
699,82
707,80
707,80
707,80
711,82
712,83
710,86
713,90
716,93
718,97
719,101
720,112
720,112
720,112
717,112
715,115
710,116
710,116
712,117
713,114
710,112
704,122
704,122
704,122
699,126
694,127
690,130
686,133
686,137
684,144
682,150
684,164
684,164
684,164
686,169
688,170
691,171
690,176
686,176
682,172
680,168
665,166
665,166
665,166
660,164
656,164
653,161
652,158
652,158
651,158
647,162
640,158
640,158
640,158
642,156
645,154
646,154
649,155
654,153
660,152
664,148
678,140
678,140
678,140
682,137
686,134
690,130
691,126
687,123
681,120
676,122
658,121
658,121
658,121
652,120
648,118
649,116
643,119
636,122
634,122
632,120
644,118
644,118
644,118
646,120
652,121
658,122
662,124
666,127
668,130
672,133
689,142
689,142
689,142
693,142
694,140
698,142
703,146
705,149
707,151
707,154
710,172
710,172
710,172
708,175
707,180
707,184
706,188
706,194
708,198
713,198
710,202
710,202
710,202
709,202
706,205
705,210
705,214
702,217
698,220
694,222
683,228
683,228
683,228
684,230
684,230
682,234
676,240
673,246
672,251
674,255
668,270
668,270
668,270
666,274
665,277
664,282
665,288
666,293
670,296
671,300
656,308
656,308
656,308
652,309
648,313
644,316
638,317
634,318
630,321
626,323
616,336
616,336
616,336
615,340
610,338
606,334
608,332
608,329
608,324
606,319
604,302
604,302
604,302
606,300
609,295
609,291
608,293
607,289
608,284
613,280
626,287
626,287
626,287
627,292
630,297
633,300
636,302
641,307
644,312
646,314
659,324
659,324
659,324
658,322
655,323
656,324
657,327
656,330
655,332
657,334
669,340
669,340
669,340
676,346
678,348
681,350
683,354
688,355
690,357
690,356
708,354
708,354
708,354
708,356
712,360
717,361
722,363
726,366
729,368
734,374
Cell37:,Cell37:
7,673
13,674
17,679
22,684
28,694
28,694
28,694
Cell38:,Cell38:
57,348
57,348
57,348
52,352
48,352
47,354
49,355
47,356
45,355
42,357
38,370
38,370
38,370
32,375
23,380
17,384
11,386
6,389
Cell39:,Cell39:
95,342
95,342
100,347
104,351
110,352
112,358
108,361
102,365
104,366
107,380
107,380
107,380
108,384
108,392
110,398
111,404
114,408
119,408
121,406
103,406
103,406
103,406
100,408
96,413
91,416
84,418
77,417
70,418
62,417
52,415
52,415
52,415
48,409
44,404
40,404
36,404
31,400
24,396
22,389
22,368
22,368
22,368
19,364
17,360
16,359
22,356
25,360
24,362
22,360
30,350
30,350
30,350
33,344
30,339
31,334
33,330
38,328
44,322
50,318
58,308
58,308
58,308
62,310
64,314
62,320
57,324
53,325
54,330
53,336
41,348
41,348
41,348
37,355
34,362
33,365
34,373
36,375
34,378
32,378
24,382
24,382
24,382
17,381
12,379
7,375
9,374
11,366
11,361
10,354
6,350
6,350
6,350
8,352
12,350
20,349
26,346
27,342
26,338
32,335
49,330
49,330
49,330
55,326
60,320
64,316
66,309
65,308
65,311
66,309
75,322
75,322
75,322
75,326
74,333
75,339
76,345
77,352
78,356
84,360
74,356
74,356
74,356
78,353
83,355
88,360
92,360
92,360
98,362
100,364
98,376
98,376
98,376
95,379
97,380
96,384
96,382
94,384
92,382
91,382
91,379
91,379
91,379
94,380
92,378
91,383
92,390
91,386
95,383
100,384
120,396
120,396
120,396
127,398
134,399
142,398
146,399
152,395
152,396
150,400
139,397
139,397
139,397
142,396
143,395
142,395
146,399
149,403
153,407
155,411
164,412
164,412
164,412
168,411
173,409
178,405
184,400
184,396
186,389
190,384
192,380
192,380
192,380
187,382
189,384
189,383
193,380
195,378
196,382
193,388
205,399
205,399
205,399
206,405
208,412
210,418
213,424
Cell40:,Cell40:
760,654
758,651
756,647
741,642
741,642
741,642
737,638
730,634
727,631
720,628
714,631
712,632
711,634
716,635
716,635
716,635
716,634
714,637
711,642
710,646
Cell41:,Cell41:
772,677
774,678
770,681
770,681
770,681
768,682
767,681
764,680
758,677
753,674
750,672
745,670
727,668
727,668
727,668
726,668
725,667
723,666
723,665
Cell42:,Cell42:
993,115
Cell43:,Cell43:
175,313
174,316
179,315
180,312
183,311
185,306
191,294
191,294
191,294
193,288
191,288
188,288
181,288
178,290
174,292
169,289
176,288
176,288
176,288
179,294
180,300
178,300
176,301
176,300
190,314
179,293
194,296
175,282
194,296
Cell44:,Cell44:
170,343
167,345
165,346
162,348
162,348
168,348
168,348
168,348
172,347
176,348
179,349
181,348
189,348
192,348
196,346
203,335
203,335
203,335
204,330
204,327
198,320
196,319
Cell45:,Cell45:
37,696
39,693
41,687
40,678
40,678
40,678
34,678
28,682
23,685
20,688
17,689
15,686
14,685
Cell46:,Cell46:
8,408
8,408
8,408
6,410
Cell47:,Cell47:
316,636
316,636
316,636
312,636
306,637
295,636
290,634
279,635
273,638
264,644
242,655
242,655
242,655
235,658
231,660
218,661
214,660
202,662
194,665
186,669
194,684
194,684
194,684
192,681
194,682
200,685
199,685
196,692
194,692
192,689
175,692
175,692
175,692
168,692
160,686
155,684
146,682
138,681
129,684
125,688
112,690
112,690
112,690
108,685
103,681
102,676
100,671
100,663
98,659
91,655
68,651
63,631
68,651
62,659
60,664
55,665
57,661
59,644
70,659
68,642
81,650
81,650
99,659
108,658
114,658
126,655
130,654
133,643
135,637
140,638
151,649
151,648
151,648
154,656
155,663
156,667
158,676
161,681
168,680
177,674
178,675
178,675
178,675
180,680
183,684
186,688
185,693
Cell48:,Cell48:
816,2
816,2
816,2
Cell49:,Cell49:
814,6
813,6
811,8
807,7
808,8
805,9
801,7
801,7
801,7
802,8
799,8
Cell50:,Cell50:
992,115
992,113
990,110
988,107
991,104
Cell51:,Cell51:
698,654
687,669
687,669
687,669
686,674
685,678
690,682
694,687
692,690
690,687
688,686
694,682
694,682
694,682
698,679
700,675
702,670
706,666
714,660
716,658
721,650
720,636
720,636
720,636
724,633
723,633
724,636
726,638
724,638
722,642
722,646
724,663
703,660
724,663
702,663
703,666
702,668
703,669
704,673
701,675
699,674
694,686
694,686
694,686
692,694
Cell52:,Cell52:
731,652
731,652
731,652
735,653
739,655
741,657
741,660
739,664
738,666
737,667
746,667
746,667
746,667
744,666
745,663
750,660
751,660
757,660
759,660
760,664
755,671
755,671
755,671
751,670
750,670
747,666
748,664
749,662
753,661
755,660
761,667
761,667
761,667
759,668
756,671
753,671
750,671
Cell53:,Cell53:
226,6
226,6
226,6
226,11
226,13
225,18
224,22
224,28
221,32
218,36
212,49
212,49
212,49
210,53
208,56
205,61
206,64
208,69
212,73
216,75
223,82
223,82
223,82
222,85
223,91
221,92
218,98
217,98
213,102
212,102
209,98
209,98
209,98
208,97
209,93
206,90
206,89
207,86
204,84
209,82
217,79
217,79
217,79
220,82
220,86
220,86
220,93
220,98
216,98
214,100
208,96
208,96
208,96
208,94
208,91
211,87
209,86
216,85
217,86
218,88
220,99
220,99
220,99
217,100
219,98
211,100
211,100
212,102
208,99
207,99
206,90
206,90
206,90
207,87
208,85
210,82
214,81
216,80
219,79
222,79
227,81
227,81
227,81
228,80
230,80
233,83
234,86
234,89
232,89
235,90
232,94
232,94
232,94
228,96
226,95
222,96
219,97
214,94
216,93
211,88
214,82
214,82
214,82
220,80
224,84
224,83
224,85
226,87
225,89
226,90
214,99
214,99
214,99
213,98
204,100
202,96
204,94
201,92
204,88
206,88
213,90
213,90
213,90
211,91
211,98
210,95
206,100
204,98
202,98
201,96
204,91
204,91
204,91
207,88
204,86
200,87
200,87
201,88
200,88
200,90
197,90
197,90
197,90
196,92
199,91
201,90
200,86
204,83
208,79
213,77
229,75
229,75
229,75
235,73
240,67
245,63
250,58
256,53
261,50
266,48
284,42
284,42
284,42
288,41
295,39
298,36
302,32
305,26
308,22
312,17
321,11
321,11
321,11
326,12
330,16
327,18
326,18
327,20
325,20
322,19
319,14
319,14
319,14
316,14
314,13
312,12
310,10
311,13
310,17
314,18
330,27
330,27
330,27
334,32
338,35
340,40
344,40
345,41
346,40
347,41
348,46
348,46
348,46
349,46
347,47
346,48
342,49
340,52
340,50
338,52
332,50
332,50
332,50
332,49
332,50
332,52
332,49
330,50
327,50
328,46
328,50
328,50
328,50
332,54
334,61
334,66
333,72
336,75
336,79
339,85
344,104
344,104
344,104
346,108
347,105
350,108
352,110
353,111
355,108
361,106
379,108
379,108
379,108
386,110
392,112
392,113
393,113
396,112
392,111
393,110
396,118
396,118
396,118
399,119
404,124
408,131
413,135
418,139
428,146
434,144
432,142
432,142
432,142
430,140
429,138
428,138
426,136
425,135
424,134
423,134
424,136
424,136
424,136
428,138
431,142
435,146
439,151
443,156
446,160
450,163
465,178
464,153
Cell54:,Cell54:
293,393
293,393
293,393
297,394
304,399
310,403
314,407
322,416
325,421
331,428
Cell55:,Cell55:
768,697
768,697
768,697
Cell56:,Cell56:
848,44
848,44
848,44
848,45
848,45
848,45
848,45
848,44
848,44
848,44
848,45
848,44
848,44
849,45
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,45
848,44
848,44
848,44
848,44
848,44
848,44
848,45
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
849,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
849,44
849,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
849,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
848,44
849,44
848,44
848,44
848,44
848,44
848,44
848,43
848,44
848,44
848,44
848,43
848,44
848,44
848,43
848,44
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,43
848,42
848,43
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,42
848,41
848,41
848,41
848,41
848,41
848,41
848,41
848,41
848,41
848,41
848,40
847,40
847,40
847,40
